spec,covariate,beta_selection,beta_outcome,se_selection,se_outcome,pval_selection,pval_outcome,n_obs,fallback
Han,colony,-0.170803065487782,-0.404699382188723,0.184965778686444,0.11402971820545,0.355782835790708,0.00038659519468065,1400,FALSE
Han,comlang,0.372235175688775,0.495806219065038,0.127741567102061,0.086066012322394,0.00356863470487023,8.37327029934443e-09,1400,FALSE
Han,comrelig,0.110173526335033,0.308125406445901,0.291546630893414,0.181651926447167,0.705509839784864,0.0898402893555652,1400,FALSE
Han,wto,-0.219114223337641,-0.278736903339506,0.176923223352767,0.101386748765501,0.215541590099637,0.00597329156502546,1400,FALSE
Han,EIA,-0.0143145893314834,0.0177440244426099,0.0570104681452095,0.0310001791346286,0.801746820534883,0.567061461725614,1400,FALSE
Han,InvestAgree,0.443544147084756,0.314677897538874,0.117782670357177,0.0733985138332234,0.000166026990973123,1.80897345314346e-05,1400,FALSE
Han,MDBDummy,0.417806486270581,0.426015796048262,0.207336913611123,0.213783938753792,0.0438932266008925,0.0462899300411088,1400,FALSE
Han,NDCActOnly,0.136827157306188,0.275642915334286,0.139422025405524,0.0922652560404409,0.326401248318589,0.00281264678168891,1400,FALSE
Han,NDCnonGHG,-0.129365200746661,0.0831000053983795,0.126475844676651,0.088908167153471,0.306381080027499,0.34995718133577,1400,FALSE
Han,NDC15,-0.606508670930298,0.133594208675962,0.811261523427054,1.57265768102428,0.454694357684239,0.932302688729207,1400,FALSE
Han,NDC16,0.309568241800296,-0.0563735289048634,0.330344494035438,0.163553822537676,0.348703359105834,0.73033588704459,1400,FALSE
Han,NDC17,0.0481035508833985,-0.0650160215248549,0.327811116612342,0.172465696749757,0.883335926248603,0.70618888525889,1400,FALSE
Han,NDC18,0.539482116106527,-0.000746871955199799,0.370004983037388,0.189137739313031,0.144829480167704,0.996849301173812,1400,FALSE
Han,RecipientWRIVul,0.898723532068999,1.22777537521061,0.729434083712869,0.578589958841706,0.217917979714651,0.0338366520580438,1400,FALSE
Han,CPIAPublicAdm,0.132537586335129,0.0422495440509755,0.145449841976201,0.105077812444944,0.362176638324795,0.687626151193337,1400,FALSE
Han,CPIAbudget,-0.00916090208150811,0.0600194823470633,0.131818930419435,0.0973707364877068,0.94459473381235,0.537629466564532,1400,FALSE
Han,RecipientGDPtot,0.0653586231179684,0.0967143815609105,0.0431088471776701,0.0347070390214,0.129486444868943,0.00532653809317263,1400,FALSE
Han,ProviderGDPtot,0.10313169068256,0.132287790763137,0.0681727040000188,0.0533551904682978,0.130330379119973,0.0131611017015851,1400,FALSE
