label,covariate,is_binary,point_estimate,lower_bound,upper_bound,q_trim,n_trimmed,median_value,ci_low_lower,ci_high_upper,r1,r0,convergence,msg
adapt,colony,1,-0.017314448314593,-0.3466145030468,0.159167487897458,0.772195285666341,153,,-0.453375723231058,0.207693947121657,0.484107579462103,0.110281988846124,1,ok
adapt,comlang,1,0.116594969105963,-0.0784935394470343,0.240476944846749,0.613852764130068,275,,-0.156341088216495,0.279109276366931,0.261529480443666,0.100988885971821,1,ok
adapt,comrelig,1,,,,,0,,,,,0.121917808219178,0,tight: degenerate retention (one cell empty)
adapt,wto,1,-0.124770338424527,-0.240239371014599,-0.0178643882594258,0.387029808374734,545,,-0.378666642721987,0.182137411672827,0.131191806331471,0.0804166666666667,1,ok
adapt,EIA,1,-0.0109635129765286,-0.0111707131039026,,0.607708758627394,1,,-0.147489936311986,0.291443205104626,0.285714285714286,0.112083211820745,0.18,ok
adapt,InvestAgree,1,0.0178882708810516,-0.217346759388002,0.189657437528013,0.650515724115095,424,,-0.320361243197092,0.250372885618045,0.256490952006294,0.0896395546329496,1,ok
adapt,MDBDummy,1,0.0268323547863987,0.0241426157845966,0.0311859303982966,0.0170731707317073,25,,-0.129686330173876,0.138381206892709,0.122084367245658,0.12,1,ok
adapt,NDCActOnly,1,0.0706591826178935,0.0491163519360146,0.0858367549280601,0.101626016260163,28,,-0.124157225314848,0.302107469233491,0.133333333333333,0.119783197831978,1,ok
adapt,NDCnonGHG,1,-0.0603604574331122,-0.107896830991753,-0.0113030594085827,0.221863311798708,91,,-0.22084440228958,0.139723583000439,0.147826086956522,0.115028901734104,1,ok
adapt,NDC15,1,-0.236740194058138,-0.374704132132637,0.0257508768152487,0.637046307884856,1018,,-1.03123043936398,0.15156343096136,0.0444444444444444,0.122452107279694,0.86,ok
adapt,NDC16,1,0.0587151816617664,0.0337425839648641,0.0779687812740747,0.0987901900190676,90,,-0.175529920328164,0.350923113192462,0.127707454289733,0.115091210613599,0.99,ok
adapt,NDC17,1,-0.0285103276484093,-0.0483518975814993,-0.00435047280759028,0.078537218930108,91,,-0.290453951381498,0.241456725214438,0.11496062992126,0.12475884244373,0.98,ok
adapt,NDC18,1,0.0371813582165568,0.00349552153471591,0.0659684011739426,0.14580265095729,31,,-0.332690958351004,0.575323114788842,0.14,0.119587628865979,0.98,ok
adapt,RecipientWRIVul,0,-0.508401655618104,-0.541890124084112,-0.470589805090198,0.0262601260126013,21,0.6334,-1.45660948104861,0.390659828900736,0.123547400611621,0.12030303030303,1,ok
adapt,CPIAPublicAdm,0,0.0354581188004955,-0.0296046244295465,0.0858368987440209,0.328723254504505,168,3,-0.179446899855651,0.15967099737026,0.162539682539683,0.109109109109109,1,ok
adapt,CPIAbudget,0,-0.0266958973108616,-0.0507516095128977,-0.0102726727452088,0.161531279178338,41,3.5,-0.142220189921147,0.100274041951853,0.141666666666667,0.118783068783069,1,ok
adapt,RecipientGDPtot,0,0.00080646903566448,-0.0528618583427006,0.0364915228231744,0.577424178979482,632,2.51959428914167,-0.116340797076356,0.0672518195923659,0.174641148325359,0.0737991266375546,1,ok
adapt,ProviderGDPtot,0,0.0136300260463334,-0.121196479914476,0.0911591497586711,0.694268748340017,824,6.25890345067375,-0.16433401651174,0.122205860518749,0.193637846655791,0.0592011412268188,1,ok
adapt,RecipientPop,0,0.166256806302784,0.0428984207358649,0.315574479290524,0.613113229481516,688,0.011485048,-0.147607479833859,2.92547514375844,0.179807692307692,0.0695652173913044,1,ok
adapt,ProviderPop,0,-0.171313791009644,-0.303336460580305,0.558458416249304,0.576348905086206,629,0.01055756,-1.05366304731676,1.36697611136897,0.17472,0.0740203193033382,1,ok
adapt,Recipientdebt,0,-0.072069595489849,-0.106277775360113,-0.0471336690822563,0.0988514465272512,83,0.41367616,-0.350965610446612,0.136650273725357,0.115606060606061,0.1282874617737,1,ok
adapt,Providerdebt,0,0.129444730206369,0.0852001599184666,0.209567291695085,0.252936028877994,230,0.47703822,-0.041647128960425,0.2982936307166,0.10443942814146,0.139799846035412,1,ok
adapt,RecipientfisB,0,0.0847051856636565,-0.197216232243881,0.399814330348151,0.201998704543351,184,-0.03,-1.44430056107928,1.35556106878915,0.107943925233645,0.135267857142857,1,ok
adapt,ProviderfisB,0,0.726970239488989,0.372196198973527,0.697547683410778,0.216962230369171,193,-0.0175,-0.342418404891981,1.6150882725292,0.136973623322536,0.107255520504732,1,ok
adapt,distw,0,-0.0279005132996785,-0.0959805741138731,0.0180256425934854,0.264828750055512,241,8.82727197736562,-0.200632044092331,0.11609867812713,0.140888682458585,0.10357730878611,1,ok
